entityId,Data_Release,Id,type,CDS_Release,IDC_Release,Component,channel_metadata_version,channel_metadata_synapseId
syn26127170,Release 3.0,6a2a35a4-8565-482c-95c9-c34dfb58af12,file,,,ScRNA-seqLevel4,,
syn26127157,Release 3.0,7121d0cc-33d7-4efa-be24-edc578063dea,file,,,ScRNA-seqLevel4,,
syn26127163,Release 3.0,d37ed665-3af7-48eb-a6f4-1d1478ab0b69,file,,,ScRNA-seqLevel4,,
syn26156530,Release 3.0,9d372ea0-8611-403e-93c2-b09e951e3b0b,file,,,ScRNA-seqLevel4,,
syn26127178,Release 3.0,ef1364ec-23e4-4890-951d-f81a3df0cf36,file,,,ScRNA-seqLevel4,,
syn26127182,Release 3.0,fbc09cfd-70c7-466a-a2ff-e7c96174b42a,file,,,ScRNA-seqLevel4,,
syn26127165,Release 3.0,9a25ac19-95d7-4626-beb2-74ce5eb46a88,file,,,ScRNA-seqLevel4,,
syn26127190,Release 3.0,2f960d62-dd83-4e0b-807e-fec0b1568eab,file,,,ScRNA-seqLevel4,,
syn26127174,Release 3.0,d71853e4-c631-4bde-a0d0-9cb5f710ac62,file,,,ScRNA-seqLevel4,,
syn49693592,Release 3.0,0a4ed791-fbf7-4a4d-8334-c9cdc6196957,file,,,ScRNA-seqLevel4,,
syn26127179,Release 3.0,593f7e34-5b0c-4057-9193-bd6677b53054,file,,,ScRNA-seqLevel4,,
syn26127214,Release 3.0,33dbcb18-5764-4a24-865e-e20b9079b8b9,file,,,ScRNA-seqLevel4,,
syn26127213,Release 3.0,9c51ca4d-44ae-49aa-82d8-30024b7c4c5f,file,,,ScRNA-seqLevel4,,
syn26127193,Release 3.0,e3863bf1-8fe0-464d-8bfb-b107e947c0f8,file,,,ScRNA-seqLevel4,,
syn51283628,Release 3.0,b1be39f0-1e28-4f2e-b398-3bcd5b77d226,file,,,ScRNA-seqLevel4,,
syn26127195,Release 3.0,c73d37de-5fc2-413d-9182-bb2a99988d82,file,,,ScRNA-seqLevel4,,
syn26127181,Release 3.0,ceae5093-84c0-45a3-8441-69bc7ecc9f0e,file,,,ScRNA-seqLevel4,,
syn26127175,Release 3.0,e9560309-4580-4e23-9993-2a93fbc474a1,file,,,ScRNA-seqLevel4,,
syn26127194,Release 3.0,42e5fcb7-50bb-4aa2-9633-d79a958e1889,file,,,ScRNA-seqLevel4,,
syn26127197,Release 3.0,717a1d48-b410-45f5-8c13-cc22524c656d,file,,,ScRNA-seqLevel4,,
syn26127196,Release 3.0,f513ce8b-471c-4e22-86c4-c129fb577cc7,file,,,ScRNA-seqLevel4,,
syn26127191,Release 3.0,79b5e946-85d4-4b9b-9855-e1887119f695,file,,,ScRNA-seqLevel4,,
syn26127176,Release 3.0,52d3dd38-8e30-42e2-b897-1db38a2c9a7e,file,,,ScRNA-seqLevel4,,
syn26127166,Release 3.0,ac6e0394-75bf-4dcd-8837-bb27238ba888,file,,,ScRNA-seqLevel4,,
syn26127185,Release 3.0,6b9c98bc-2826-404b-8549-a36c2363e09e,file,,,ScRNA-seqLevel4,,
syn26127180,Release 3.0,3b09d28a-1d11-4f2c-9346-0b0fee720cd2,file,,,ScRNA-seqLevel4,,
syn26127192,Release 3.0,cfa4800c-2fac-463e-a5f3-4c0eaf29d2a4,file,,,ScRNA-seqLevel4,,
syn26127189,Release 3.0,9768e15d-95f8-4eb6-a729-c86b4b9d4790,file,,,ScRNA-seqLevel4,,
syn26127168,Release 3.0,062d7f95-b7c7-4fbc-9a6e-27e5d17aa911,file,,,ScRNA-seqLevel4,,
syn26127187,Release 3.0,1cc52d83-2ebc-48e3-a173-44385bed5e09,file,,,ScRNA-seqLevel4,,
syn26127167,Release 3.0,96ca1630-f554-4311-8e1e-9547afa1d75a,file,,,ScRNA-seqLevel4,,
syn51299265,Release 3.0,a500f2b8-03a7-4221-b482-b284cc904dcc,file,,,ScRNA-seqLevel4,,
syn52221450,Release 3.0,66512146-45b8-4476-bed3-548d0fd4301d,file,,,ScATAC-seqLevel1,,
syn52222120,Release 3.0,5c3805c2-5010-4ce9-a7ed-f845b2c2202c,file,,,ScATAC-seqLevel1,,
syn52221458,Release 3.0,2159bd99-a281-45ea-8e54-6be00f480379,file,,,ScATAC-seqLevel1,,
syn52208278,Release 3.0,e2b26fb5-436a-403c-a6bc-2e381f6c1c8d,file,,,ScATAC-seqLevel1,,
syn52221655,Release 3.0,6d3a4ab3-0ab3-473a-b3a3-766840e4b380,file,,,ScATAC-seqLevel1,,
syn52221688,Release 3.0,e23aa44e-f9c4-4ae0-85b1-352c7fce4bf0,file,,,ScATAC-seqLevel1,,
syn52221734,Release 3.0,9c7ee294-fa4e-4f03-b641-254fff6ec023,file,,,ScATAC-seqLevel1,,
syn52221874,Release 3.0,cc736cbb-2941-40cc-9d4a-ee9d36e286d3,file,,,ScATAC-seqLevel1,,
syn52213097,Release 3.0,675a1a7b-6bc2-401c-be13-f09a52921670,file,,,ScATAC-seqLevel1,,
syn52221086,Release 3.0,5e4cc151-2695-4d90-8b3d-8b11a8645eec,file,,,ScATAC-seqLevel1,,
syn52212871,Release 3.0,6f4e64e2-f30e-475a-871e-409530fb40db,file,,,ScATAC-seqLevel1,,
syn52209127,Release 3.0,c3b97593-e583-490b-852f-6a095473c6a0,file,,,ScATAC-seqLevel1,,
syn52203478,Release 3.0,22079660-79b6-46af-9509-5732ca1aead4,file,,,ScATAC-seqLevel1,,
syn52221897,Release 3.0,84730f58-02b5-4255-a3ba-714920244d11,file,,,ScATAC-seqLevel1,,
syn52221678,Release 3.0,b370db51-fa81-49ed-ab26-25b6c4626855,file,,,ScATAC-seqLevel1,,
syn52221685,Release 3.0,583c3d1f-a3de-4f8e-bcc3-4374d0a67765,file,,,ScATAC-seqLevel1,,
syn52203527,Release 3.0,f63d0585-40d2-4087-a514-39aa1c050bba,file,,,ScATAC-seqLevel1,,
syn52213155,Release 3.0,8e5b082f-d83d-45b0-8d2a-f40201ceb798,file,,,ScATAC-seqLevel1,,
syn52203642,Release 3.0,1a85d136-8315-43c9-a655-3acc364320ec,file,,,ScATAC-seqLevel1,,
syn52221643,Release 3.0,d5a4dfe3-115c-432a-b905-2ec77832c8cf,file,,,ScATAC-seqLevel1,,
syn52220672,Release 3.0,d05f374d-5e27-4c25-aa9f-560cc4b31fdd,file,,,ScATAC-seqLevel1,,
syn52212956,Release 3.0,4c0ebe47-a836-406d-8a58-72deb3c3743d,file,,,ScATAC-seqLevel1,,
syn52212952,Release 3.0,578b84aa-6d4f-42a6-8854-0b91f77b6ed4,file,,,ScATAC-seqLevel1,,
syn52221142,Release 3.0,ec1e3117-c24c-4012-a83a-d1f7fa9359b3,file,,,ScATAC-seqLevel1,,
syn52216647,Release 3.0,e35510b4-5904-4404-abeb-76d646f91317,file,,,ScATAC-seqLevel1,,
syn52220677,Release 3.0,8b9ccf60-af29-497a-82dd-f3fd5d82893a,file,,,ScATAC-seqLevel1,,
syn52212878,Release 3.0,f52c88f3-854a-4532-9e7d-82d4e0cedb46,file,,,ScATAC-seqLevel1,,
syn52203821,Release 3.0,b37a45a5-92d6-4ddb-9f3b-1105f488ae24,file,,,ScATAC-seqLevel1,,
syn52221691,Release 3.0,4c030626-483f-4f32-a989-2fa79ef3b60d,file,,,ScATAC-seqLevel1,,
syn52203544,Release 3.0,30e20f4f-d372-4dc3-ba0c-6b231abb8be6,file,,,ScATAC-seqLevel1,,
syn52221829,Release 3.0,ba7ec62d-8448-4011-9a1f-6fe20e2f14e1,file,,,ScATAC-seqLevel1,,
syn52213343,Release 3.0,c09f6e84-d5e3-4518-83b2-6a8f7768bd20,file,,,ScATAC-seqLevel1,,
syn52221773,Release 3.0,280b3d98-29b1-4dab-a4cd-0e2ca2dc2e9a,file,,,ScATAC-seqLevel1,,
syn52221733,Release 3.0,ca2520bf-80da-45a6-8aac-254eaf0e4692,file,,,ScATAC-seqLevel1,,
syn52203904,Release 3.0,dd0e33dc-a8d2-4fc5-9a2b-79e315915d99,file,,,ScATAC-seqLevel1,,
syn52221692,Release 3.0,10eb5830-6561-478a-bd1a-5ac654807ebb,file,,,ScATAC-seqLevel1,,
syn52205676,Release 3.0,98a7d292-b3b2-4a6e-8627-940d44331a61,file,,,ScATAC-seqLevel1,,
syn52221745,Release 3.0,71b533b9-b6cd-4b16-99a1-8efca2db1e9d,file,,,ScATAC-seqLevel1,,
syn52221152,Release 3.0,63f0e0eb-511f-48b5-a181-081e084302ae,file,,,ScATAC-seqLevel1,,
syn52212981,Release 3.0,7b36e65a-03ae-4c91-bcc0-bf2a5124f192,file,,,ScATAC-seqLevel1,,
syn52221545,Release 3.0,4c111c4b-1300-4363-bfbc-868cfbea17b6,file,,,ScATAC-seqLevel1,,
syn52203459,Release 3.0,382266a5-0661-48d2-9145-6157acc5c860,file,,,ScATAC-seqLevel1,,
syn52212819,Release 3.0,ac387919-b3d5-4f3c-9231-dd89e0a0db74,file,,,ScATAC-seqLevel1,,
syn52213328,Release 3.0,75d8cbaf-4896-4cdf-9d6a-081896626c69,file,,,ScATAC-seqLevel1,,
syn52205923,Release 3.0,6499c3f9-d093-4863-86c5-23b427c4b753,file,,,ScATAC-seqLevel1,,
syn52203545,Release 3.0,12af1b15-2845-4abb-b81f-5c8ea11a8ed4,file,,,ScATAC-seqLevel1,,
syn52203529,Release 3.0,b959aea8-88db-4d43-9dce-b7ee58741be3,file,,,ScATAC-seqLevel1,,
syn52217153,Release 3.0,d67ae418-7387-4dd7-9510-994381d0fcc0,file,,,ScATAC-seqLevel1,,
syn52221814,Release 3.0,6f6bb594-0073-4bae-9bea-0da23e2945f4,file,,,ScATAC-seqLevel1,,
syn52213269,Release 3.0,a9a9eda8-3f96-41a2-9524-4a73f8ffff5f,file,,,ScATAC-seqLevel1,,
syn52221441,Release 3.0,0dcb1814-de37-468f-8491-55181c8eedbf,file,,,ScATAC-seqLevel1,,
syn52221738,Release 3.0,12168a08-db12-4547-9635-5d6a2f6fedbc,file,,,ScATAC-seqLevel1,,
syn52203551,Release 3.0,bd9096aa-9786-4798-a849-01edfa449cb3,file,,,ScATAC-seqLevel1,,
syn52203482,Release 3.0,1ec213ae-2a9c-47c3-9991-8d51e52ec1f7,file,,,ScATAC-seqLevel1,,
syn52212810,Release 3.0,9d34c81d-bb46-40d1-b3ee-82c620b9120d,file,,,ScATAC-seqLevel1,,
syn52212578,Release 3.0,c6cf64b9-b135-4ed2-9e9c-d25aacac9824,file,,,ScATAC-seqLevel1,,
syn52217574,Release 3.0,c9837dfe-52fc-46cc-a045-7f37868102d5,file,,,ScATAC-seqLevel1,,
syn52210765,Release 3.0,d24f18fa-7c09-44bf-96da-3b9652620056,file,,,ScATAC-seqLevel1,,
syn52221901,Release 3.0,08da750c-27d2-4dfd-88f5-f0eadda77df9,file,,,ScATAC-seqLevel1,,
syn52221637,Release 3.0,4f3194c3-9d4a-4880-96b1-de6eb2629f08,file,,,ScATAC-seqLevel1,,
syn52212870,Release 3.0,5d42ba4f-d51e-4d76-ab54-7735a46a95ca,file,,,ScATAC-seqLevel1,,
syn52222435,Release 3.0,34ef9599-ff69-410a-87c4-129e26ef5db5,file,,,ScATAC-seqLevel1,,
syn52203865,Release 3.0,2a1b66d2-d025-44b6-8737-9be324b7b499,file,,,ScATAC-seqLevel1,,
syn52212889,Release 3.0,edf400b6-56a7-47de-a15e-a0dc225330ed,file,,,ScATAC-seqLevel1,,
syn52221163,Release 3.0,6d70044d-cabc-4180-a089-6bff14c9f9cd,file,,,ScATAC-seqLevel1,,
syn52221847,Release 3.0,1bd1307d-c92a-4a05-b749-27531ab215ba,file,,,ScATAC-seqLevel1,,
syn52212868,Release 3.0,b38e1368-f17b-4020-b565-378bb3ec5bd1,file,,,ScATAC-seqLevel1,,
syn52213253,Release 3.0,31f4fc04-e723-4b13-83f3-5c5a20b7c87e,file,,,ScATAC-seqLevel1,,
syn52221491,Release 3.0,bc055261-ea42-4c54-a84d-86a97b1a4671,file,,,ScATAC-seqLevel1,,
syn52212543,Release 3.0,871416d2-f9ad-4e53-ac3a-62f37ca10199,file,,,ScATAC-seqLevel1,,
syn52211669,Release 3.0,70619ac2-b672-4415-bd0c-fa88ff981665,file,,,ScATAC-seqLevel1,,
syn52221913,Release 3.0,e3c78c24-215b-4867-b2b9-c59bf39d8a6e,file,,,ScATAC-seqLevel1,,
syn52221529,Release 3.0,ad8a9596-a7fe-48c8-af9d-211ac9087a0f,file,,,ScATAC-seqLevel1,,
syn52221918,Release 3.0,ad13bc3c-4c19-4d34-8721-3b719d5f0d32,file,,,ScATAC-seqLevel1,,
syn52220402,Release 3.0,c75c49c0-c2cf-4632-b3e2-f14501850743,file,,,ScATAC-seqLevel1,,
syn52203898,Release 3.0,318bcf51-0cb6-4e5b-8fb4-8593993d04d8,file,,,ScATAC-seqLevel1,,
syn52221431,Release 3.0,f47a0e2b-c53e-42bd-9875-5f6ee3233356,file,,,ScATAC-seqLevel1,,
syn52218936,Release 3.0,bb0236d5-8f31-4b97-88a2-570b4e9937a2,file,,,ScATAC-seqLevel1,,
syn52220626,Release 3.0,831ae1a9-a48e-4f13-b52f-feb115f17c91,file,,,ScATAC-seqLevel1,,
syn52221518,Release 3.0,05d56988-c780-49ca-98fd-19bf76f0115d,file,,,ScATAC-seqLevel1,,
syn52221759,Release 3.0,0c40d746-f796-4693-b536-cf7c7b238c2c,file,,,ScATAC-seqLevel1,,
syn52221427,Release 3.0,a176db0d-a4ae-4633-aed6-209d8eb41e38,file,,,ScATAC-seqLevel1,,
syn52215840,Release 3.0,9915bf1c-3f4c-4071-93e6-4ae3295b1976,file,,,ScATAC-seqLevel1,,
syn52218025,Release 3.0,d9d5e837-9d96-48bf-8f4e-1368f94282ae,file,,,ScATAC-seqLevel1,,
syn52221523,Release 3.0,933dd77d-c0bb-46f8-8af4-9106067b9dea,file,,,ScATAC-seqLevel1,,
syn52212928,Release 3.0,aef7997c-25d6-4ec6-bea0-7bfc3931fe9f,file,,,ScATAC-seqLevel1,,
syn52221485,Release 3.0,e72ce1d4-0005-464c-a00b-cbb51ae97eaf,file,,,ScATAC-seqLevel1,,
syn52208804,Release 3.0,a3b8c733-4a45-4f57-8827-67b9118cfbb7,file,,,ScATAC-seqLevel1,,
syn52221925,Release 3.0,b47ebeae-ce96-4826-b31f-f685f2d210dc,file,,,ScATAC-seqLevel1,,
syn52212809,Release 3.0,a40fcad8-6d8e-43ce-9ca6-f7d98b780ff1,file,,,ScATAC-seqLevel1,,
syn52222091,Release 3.0,f27e58a8-5520-441d-8aed-1210701dae31,file,,,ScATAC-seqLevel1,,
syn52213035,Release 3.0,68654647-01af-4938-9d56-1b07c3ea0763,file,,,ScATAC-seqLevel1,,
syn52203718,Release 3.0,281dec4a-b9bd-4875-8d5e-98ff4db5211c,file,,,ScATAC-seqLevel1,,
syn52213152,Release 3.0,edd73e31-c837-4039-a27f-bad6b0400080,file,,,ScATAC-seqLevel1,,
syn52221899,Release 3.0,878323d2-c6b1-41dc-87b6-068a8a6cbd2a,file,,,ScATAC-seqLevel1,,
syn52221072,Release 3.0,a28f20bf-50f7-4ef6-a8d9-197da3a1aab5,file,,,ScATAC-seqLevel1,,
syn52203849,Release 3.0,d486ca31-62db-4254-804c-82cb94fbbb39,file,,,ScATAC-seqLevel1,,
syn52203852,Release 3.0,d6507102-7343-4dee-94a9-f74c2b60670b,file,,,ScATAC-seqLevel1,,
syn52210988,Release 3.0,08752e2c-efb7-44b1-9a3c-61ebb9aca5dd,file,,,ScATAC-seqLevel1,,
syn52213288,Release 3.0,504221ef-6f80-47f5-8d4d-bbd7009c9c93,file,,,ScATAC-seqLevel1,,
syn52220568,Release 3.0,db049a63-7563-4412-9fa2-5409ab6a45fe,file,,,ScATAC-seqLevel1,,
syn52221453,Release 3.0,e5012474-6e4e-4152-b544-31039f436240,file,,,ScATAC-seqLevel1,,
syn52221457,Release 3.0,9de37724-1142-484b-9c5c-e5769e6cc1e1,file,,,ScATAC-seqLevel1,,
syn52221605,Release 3.0,820f100b-61ea-4fce-bd3e-699ea81995ef,file,,,ScATAC-seqLevel1,,
syn52212920,Release 3.0,4f45e575-5acb-44b8-aa54-4e1ba4b36b8d,file,,,ScATAC-seqLevel1,,
syn52221456,Release 3.0,a5a86cbe-4ce4-4130-bbd2-ef332e662ff8,file,,,ScATAC-seqLevel1,,
syn52221695,Release 3.0,29cc47bf-ac4e-4c12-80f3-f67a14dfb2d3,file,,,ScATAC-seqLevel1,,
syn52221831,Release 3.0,c3359dad-153e-4631-b989-d8b291776719,file,,,ScATAC-seqLevel1,,
syn52212966,Release 3.0,5eb1febe-a90e-4668-b3ee-19b35c999a04,file,,,ScATAC-seqLevel1,,
syn52221130,Release 3.0,f59db8cf-8c05-4e4b-8eaa-7045630c32e4,file,,,ScATAC-seqLevel1,,
syn52203426,Release 3.0,0865bd0c-891e-4182-9d4c-6d0bdf566ad2,file,,,ScATAC-seqLevel1,,
syn52221895,Release 3.0,2f892024-5adb-4094-94d4-e6802bb2ce7c,file,,,ScATAC-seqLevel1,,
syn52221514,Release 3.0,32877262-da19-46a4-9f51-7b6350a3bb90,file,,,ScATAC-seqLevel1,,
syn52208691,Release 3.0,97da289d-6ce1-4056-a760-434e7841f3ee,file,,,ScATAC-seqLevel1,,
syn52212954,Release 3.0,16c69c9c-a575-4008-ada8-1730a06c8efe,file,,,ScATAC-seqLevel1,,
syn52220695,Release 3.0,37871212-ba0a-449d-9419-0d0747d7c2ec,file,,,ScATAC-seqLevel1,,
syn52212869,Release 3.0,defa523e-c258-43bb-8ac0-df7cc44a625d,file,,,ScATAC-seqLevel1,,
syn52203884,Release 3.0,411039f2-770a-4690-80d9-875a003004f5,file,,,ScATAC-seqLevel1,,
syn52212914,Release 3.0,6fa762d6-5cfd-47c1-a429-acd94dc777c8,file,,,ScATAC-seqLevel1,,
syn52203890,Release 3.0,e5a0a40a-f8f2-4da4-8091-08ce44590613,file,,,ScATAC-seqLevel1,,
syn52213208,Release 3.0,d3126ff2-94f3-467d-a604-792bfe089464,file,,,ScATAC-seqLevel1,,
syn52221509,Release 3.0,53c23e93-bfb6-4174-a4bd-be9c8a56695a,file,,,ScATAC-seqLevel1,,
syn52221944,Release 3.0,2b356f7f-5626-47a9-a0eb-f8890a906aed,file,,,ScATAC-seqLevel1,,
syn52213059,Release 3.0,d5d01864-bef3-4d94-98c0-126d84d8dc2a,file,,,ScATAC-seqLevel1,,
syn52220379,Release 3.0,7a70354f-ea52-4f5b-a23f-bc17de69b13c,file,,,ScATAC-seqLevel1,,
syn52203818,Release 3.0,df1cb2b6-05f8-4c1d-a7dc-b4fdd179f101,file,,,ScATAC-seqLevel1,,
syn52203882,Release 3.0,56a111ea-d4e4-4342-b417-3e9e9b413e30,file,,,ScATAC-seqLevel1,,
syn52220303,Release 3.0,d3482297-54eb-400d-a133-1ff0ee9af435,file,,,ScATAC-seqLevel1,,
syn52208533,Release 3.0,122371ab-c235-4f87-ae28-e0aa5ed462d8,file,,,ScATAC-seqLevel1,,
syn52220424,Release 3.0,cf13c88b-13c3-466c-98b2-132ea390a28d,file,,,ScATAC-seqLevel1,,
syn52221697,Release 3.0,d7b2d1c5-7092-4e2a-b730-fa067049ee5e,file,,,ScATAC-seqLevel1,,
syn52203774,Release 3.0,1f7a20ae-abe8-4b3b-bad3-34b137545b7e,file,,,ScATAC-seqLevel1,,
syn52221741,Release 3.0,925b6336-2c5b-4e68-aad6-ae5f36d118b6,file,,,ScATAC-seqLevel1,,
syn52221497,Release 3.0,94779c0d-2048-4ed5-abbb-e5586f920aa1,file,,,ScATAC-seqLevel1,,
syn52213265,Release 3.0,25fb6575-da49-4fbd-9ce2-85499e6f38e1,file,,,ScATAC-seqLevel1,,
syn52220444,Release 3.0,9beeda53-074d-4240-ac59-54718bb4a104,file,,,ScATAC-seqLevel1,,
syn52203854,Release 3.0,1aa30d80-c079-4f8e-9a5d-fc7b9ac4ca6e,file,,,ScATAC-seqLevel1,,
syn52203720,Release 3.0,29f6c018-e5cc-4305-a325-5152fa6b8a5b,file,,,ScATAC-seqLevel1,,
syn52220427,Release 3.0,af309836-e063-4744-ab9a-127f6465ca79,file,,,ScATAC-seqLevel1,,
syn52213251,Release 3.0,39e5b042-2e39-4959-aff0-728ebc2a9b85,file,,,ScATAC-seqLevel1,,
syn52220671,Release 3.0,3d5e5ebb-4632-4b21-9589-f52230b25183,file,,,ScATAC-seqLevel1,,
syn52221524,Release 3.0,d3a80707-552f-4f84-8cc1-dec406ebf3fa,file,,,ScATAC-seqLevel1,,
syn52206227,Release 3.0,97c90130-485d-4991-b770-ebaa8ff3d154,file,,,ScATAC-seqLevel1,,
syn52212619,Release 3.0,5119969c-23b6-44d8-ac8c-78576c96884b,file,,,ScATAC-seqLevel1,,
syn52221725,Release 3.0,6ff282c1-dde3-4504-a908-a7fe2d2e274c,file,,,ScATAC-seqLevel1,,
syn52218042,Release 3.0,8b1ed1bd-7a78-42d2-86a9-ff158dd50f64,file,,,ScATAC-seqLevel1,,
syn52203912,Release 3.0,34673877-b370-4dfe-affa-c96c7c3b3c6a,file,,,ScATAC-seqLevel1,,
syn52221493,Release 3.0,3af8d749-afd6-430a-88f8-505bcd2376ef,file,,,ScATAC-seqLevel1,,
syn52220666,Release 3.0,2a7cefb0-b7d7-4991-b235-a25d34094b9f,file,,,ScATAC-seqLevel1,,
syn52216204,Release 3.0,c5b0df4e-5473-40ef-b70e-a08fe88741f4,file,,,ScATAC-seqLevel1,,
syn52207215,Release 3.0,641e186d-9d72-41bd-91cf-d1532f2fe58d,file,,,ScATAC-seqLevel1,,
syn52203356,Release 3.0,7dadbf36-1510-452e-9000-f7bed09ced16,file,,,ScATAC-seqLevel1,,
syn52221100,Release 3.0,c53cb180-0691-44b2-b1c8-8871be06b1d6,file,,,ScATAC-seqLevel1,,
syn52221776,Release 3.0,b7806318-fa26-4d14-b5e5-51f4ee4a70ab,file,,,ScATAC-seqLevel1,,
syn52219281,Release 3.0,61e1369f-8d85-46dc-8579-492f8455f745,file,,,ScATAC-seqLevel1,,
syn52213303,Release 3.0,e898a586-187c-4a41-b433-effe383ae233,file,,,ScATAC-seqLevel1,,
syn52208038,Release 3.0,07cc6f25-b741-40df-a317-fffcdafc97b1,file,,,ScATAC-seqLevel1,,
syn52203922,Release 3.0,12f2c0f2-2902-46b6-ad0b-2da98890e300,file,,,ScATAC-seqLevel1,,
syn52215601,Release 3.0,373691da-6f9a-439e-a733-781210a33763,file,,,ScATAC-seqLevel1,,
syn52222052,Release 3.0,319213c1-a4bf-40f5-851e-de02493e9a1d,file,,,ScATAC-seqLevel1,,
syn52221821,Release 3.0,df6853f2-5fcd-4cb1-9cd3-e2fbe0cca886,file,,,ScATAC-seqLevel1,,
syn52212862,Release 3.0,acc80f49-c6e5-40f1-bd45-d8746dc93349,file,,,ScATAC-seqLevel1,,
syn52212887,Release 3.0,57a8c2cc-0664-46f5-9616-80f793333ed9,file,,,ScATAC-seqLevel1,,
syn52220464,Release 3.0,77b88194-744d-4924-9b9c-1b5cf197e9c4,file,,,ScATAC-seqLevel1,,
syn52203881,Release 3.0,0c177666-4748-4305-881a-16f538885096,file,,,ScATAC-seqLevel1,,
syn52219327,Release 3.0,19bdf472-ccdd-4374-b9c9-1727da4ee4c2,file,,,ScATAC-seqLevel1,,
syn52221768,Release 3.0,59fe6d4f-d12c-4582-84e0-79ce55d5cb03,file,,,ScATAC-seqLevel1,,
syn52221681,Release 3.0,ba3a3c10-d4cf-4edf-aa5a-d66c76341264,file,,,ScATAC-seqLevel1,,
syn52221626,Release 3.0,6b21b3b2-8d59-455d-a744-013010282be7,file,,,ScATAC-seqLevel1,,
syn52221466,Release 3.0,c2526ca7-ee34-40b2-8b3b-58473cd55492,file,,,ScATAC-seqLevel1,,
syn52213323,Release 3.0,507e47f5-9d4c-454f-8742-14002422ba6c,file,,,ScATAC-seqLevel1,,
syn52203409,Release 3.0,17fd29b6-0f65-4e68-b88d-91fdc7766054,file,,,ScATAC-seqLevel1,,
syn52203844,Release 3.0,03dc1bc5-f457-427e-9bce-9cea34f39469,file,,,ScATAC-seqLevel1,,
syn52203464,Release 3.0,cbd8267d-cdc0-4930-ad4d-b9a091e2403d,file,,,ScATAC-seqLevel1,,
syn52205551,Release 3.0,57f0c8d0-c9ed-44f5-bb93-c49ed0981462,file,,,ScATAC-seqLevel1,,
syn52212873,Release 3.0,330fa415-30ff-401b-bcde-24a09c80f5ce,file,,,ScATAC-seqLevel1,,
syn52222087,Release 3.0,ad779dd3-8a1a-4697-9218-99781976f839,file,,,ScATAC-seqLevel1,,
syn52220329,Release 3.0,5bc822f9-390d-46c3-9849-9fe1ab7e3464,file,,,ScATAC-seqLevel1,,
syn52203716,Release 3.0,e1650172-6d62-45d6-b024-7f680f497490,file,,,ScATAC-seqLevel1,,
syn52220029,Release 3.0,5eaf0add-7cff-4f46-9037-4a6c7ecbd4b2,file,,,ScATAC-seqLevel1,,
syn52216862,Release 3.0,550f0e34-38ea-426c-8c9e-c8aa6a4a857b,file,,,ScATAC-seqLevel1,,
syn52212840,Release 3.0,a627c8cf-217e-4626-8a16-7dcc7761fc9d,file,,,ScATAC-seqLevel1,,
syn52212846,Release 3.0,49b555be-018d-4784-9e91-de646693bc02,file,,,ScATAC-seqLevel1,,
syn52221728,Release 3.0,f0567c2f-3c15-47dd-9144-d9117319f4d3,file,,,ScATAC-seqLevel1,,
syn52222441,Release 3.0,df03c232-2bc3-4fa9-be75-bb5e19b25237,file,,,ScATAC-seqLevel1,,
syn52221667,Release 3.0,6dbddf31-84f6-4d11-afd1-4c6b2b0e0764,file,,,ScATAC-seqLevel1,,
syn52212595,Release 3.0,12d7c9b9-e4ce-4fdd-91c8-57e2f516e4f5,file,,,ScATAC-seqLevel1,,
syn52214906,Release 3.0,ae93a440-8076-4c07-9572-0eeb79bd7d70,file,,,ScATAC-seqLevel1,,
syn52214799,Release 3.0,45757933-8689-49b9-9840-9ceaca217615,file,,,ScATAC-seqLevel1,,
syn52221873,Release 3.0,b76aaae2-20de-4220-a675-0762aff35114,file,,,ScATAC-seqLevel1,,
syn52213263,Release 3.0,70d9324a-4d13-4e44-83ae-59b0475e7c5b,file,,,ScATAC-seqLevel1,,
syn52214791,Release 3.0,50ae099d-fa69-4c1f-afd8-2584a4f14369,file,,,ScATAC-seqLevel1,,
syn52208905,Release 3.0,555b8ac3-f644-4027-9bbe-78067d03da02,file,,,ScATAC-seqLevel1,,
syn52221544,Release 3.0,1f9cd78d-1fa7-4a3b-bb9f-92074db088d4,file,,,ScATAC-seqLevel1,,
syn52203851,Release 3.0,cb44fbd7-a5fe-43e6-9ab1-3c3f3b74aa2c,file,,,ScATAC-seqLevel1,,
syn52221595,Release 3.0,2c0dd0e0-3246-4a25-8a3d-0a9c579df66d,file,,,ScATAC-seqLevel1,,
syn52219713,Release 3.0,a02044d4-3258-467a-b76d-d5ba446ea97b,file,,,ScATAC-seqLevel1,,
syn52221052,Release 3.0,1f8b00ee-1c0d-45d9-9b8a-1c7a6e1d5783,file,,,ScATAC-seqLevel1,,
syn52221478,Release 3.0,15528928-59a1-431e-b6fc-abaadd95cf08,file,,,ScATAC-seqLevel1,,
syn52212143,Release 3.0,c16fb878-afc6-429a-9094-456de4449a66,file,,,ScATAC-seqLevel1,,
syn52221513,Release 3.0,41df4b22-3554-475d-9d99-decc7e43b827,file,,,ScATAC-seqLevel1,,
syn52212859,Release 3.0,295c8bbe-fb66-4a5c-9240-78bdd544827d,file,,,ScATAC-seqLevel1,,
syn52221876,Release 3.0,29c8dacc-68d0-4a29-8fd2-dddeaaaf7bb7,file,,,ScATAC-seqLevel1,,
